date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Rwanda,Saudi Arabia,Senegal,Sierra Leone,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Zambia,Denmark,Kosovo
2023-12,117.259797,0.0,18.217585,17.501714,0.0,19.716688,1.248853,0.0,241.009667,0.0,4.115448,13.908178,15.770019,0.0,2.398196,3.477045,0.0,643.006438,3293.715557,6.695938,0.0,206.482119,0.04633,54.146415,0.791143,146.085796,0.0,60.188187,0.0,2.568636,94.628381,17.573696,106.109841,1.329845,1029.364183,6.984962,0.610606,11.606326,0.359362,2.757127,6.642878,52.228467,4.182688,0.0,39.842009,12.404682,110.21707,117.208308,27.056494,112.095104,33507.539299,0.0,0.0,0.0,70.67151,0.0,68.860785,0.0,77.69958,0.0,0.797333,0.0,0.0,368.462932,0.0,2.727926,517.643077,0.0,0.26,73.338622,0.227327,1.651234,0.0,0.0,157.44716,1280.355099,357.597191,0.0,30.009825,0.723946,3.510743,34.262238,0.973831,0.0,0.0,0.034589,0.296988,0.490697,19.494935,0.0,727.328579,4.439685,1.338693,0.812289,2391.277073,0.817401,961.959078,15.058333,0.0,7.150257,205.886618,0.0,1.118724,25.961399,2.657778,3128.497199,5.900641,2.83621,37.8,14.931516,7.224696,0.0,1.01504,3.006605
2024-01,273.587094,0.0,0.992727,5.404286,0.0,10.027072,0.094811,0.0,410.921482,0.0,3.691083,3.391474,20.800525,0.0,1.091144,0.847869,0.0,437.792257,2662.719327,7.735144,0.0,147.474925,0.051477,37.150493,0.557143,378.025883,0.0,6.736249,0.0,1.909232,69.764308,79.657111,51.738858,0.519678,607.61939,13.219066,0.0,1.004785,0.27818,4.787857,10.86365,4.521531,2.850836,0.0,31.076391,0.218744,118.55376,35.609033,71432.272403,125.407525,1227.994353,0.0,0.0,0.0,40.37813,0.0,40.668989,0.0,349.215686,0.0,0.086667,0.0,0.0,478.727472,0.0,8.984742,545.257215,0.0,3.413621,184.008349,0.748729,0.079779,0.0,0.0,142.767511,979.112954,248.898036,0.0,13.88205,0.644809,0.395322,18.030719,0.929799,0.0,0.0,0.048424,0.570833,0.066891,21.178216,0.0,845.4663,1.292273,0.383333,0.882426,1865.670568,2.62478,963.566723,0.0,0.0,4.56502,11.846768,0.0,0.07027,18.223032,318.933333,2250.50047,1.30176,0.886609,3.5,7.593939,6.015605,0.0,0.218823,0.903786
2024-02,142.161236,0.0,1.136601,0.91619,0.0,11.083815,0.541166,0.0,7.23029,0.0,7.28173,3.389886,9.825389,0.0,1.039046,0.847472,0.0,475.181729,1187.631697,5.526475,0.0,129.315007,0.0,18.473128,0.201994,222.549184,0.0,1.057434,0.0,1.706212,8.996468,18.643802,49.95244,1.102104,382.254751,7.173364,0.177273,1.244821,0.246813,1.618798,2.821985,5.601696,2.605129,0.0,16.688157,1.454058,70.694848,86.448676,9493.451299,157.58392,750.98792,0.0,0.0,0.0,16.403561,0.0,45.886846,0.0,122.170868,0.0,0.0,15.946667,0.0,438.462981,0.0,1.800707,592.986985,0.0,11.96,104.524097,0.150059,0.03904,0.0,0.0,229.448308,1010.186385,261.676986,0.0,10.827737,1.093744,0.988304,35.51353,1.436478,0.0,0.0,0.013835,0.0875,1.079217,6.625841,0.0,645.12965,3.555095,0.694003,0.276077,1636.388345,1.59379,934.773815,0.0,0.0,4.728152,29.55732,0.0,0.038535,15.067511,49.833333,3736.146545,0.796728,0.297399,0.0,7.058049,10.361987,0.0,0.215495,0.838145
2024-03,104.273877,0.0,2.109346,0.00619,0.0,12.947346,1.351716,0.0,0.0,0.0,6.299789,4.851905,5.906523,0.0,0.692473,1.212976,0.0,460.095474,2272.339939,15.923165,0.0,131.225887,0.596678,36.511942,0.178286,108.995536,0.0,0.14197,0.0,1.546726,20.795927,38.218913,15.102581,2.80755,568.253769,8.231891,0.0,0.368703,0.226645,4.643802,1.506438,1.659163,2.418045,0.0,22.550885,203.091511,90.035378,116.592149,158.662987,132.293873,4323.186934,0.0,0.0,0.0,39.598924,0.0,27.285119,0.0,114.068627,0.0,0.0,3.12,0.0,515.915108,0.0,1.329073,573.795644,0.0,1.794,127.721777,0.110756,0.461285,0.0,0.0,189.520314,860.801559,297.591175,0.0,31.119773,4.972445,0.691813,21.681406,6.53377,0.0,0.0,0.0,8.817473,5.845343,27.996867,0.0,382.376154,4.768889,0.687552,1.166536,3345.493963,1.873135,727.643386,677.625,0.0,3.847492,7.000021,0.0,0.087838,16.286688,94.060417,3858.557663,0.851724,12.988902,0.758333,2.689024,8.243449,0.0,0.344733,1.147963
2024-04,132.960388,0.0,0.483575,0.247619,0.0,7.803761,1.764039,0.0,35.615873,0.0,5.387951,17.900757,9.911182,0.0,1.780052,4.475189,0.0,384.48618,1424.28416,37.76802,0.0,219.652452,0.022222,18.31244,0.178286,255.463224,0.0,2.237257,0.0,5.366029,67.078107,48.568677,74.273312,8.779827,280.535038,6.930058,0.0,0.995249,0.77382,1.505571,10.129031,4.478619,8.373375,0.0,46.62424,67.260713,79.984867,44.675378,101.453571,97.361932,7604.269539,0.0,0.0,0.0,33.761808,0.0,37.680181,0.0,60.539216,0.0,0.870133,4.16,0.0,330.371218,0.0,0.634393,682.10466,0.0,3.432,162.998456,0.052866,0.990476,0.0,0.0,141.919989,927.014192,260.803244,0.0,26.151858,4.451361,4.696567,22.487015,5.207891,0.0,0.0,0.01282,19.7875,0.01383,32.742321,0.0,321.556279,1.844455,0.584779,1.364263,876.404314,2.353217,568.742122,0.0,0.0,5.014121,10.746124,0.0,0.617733,16.424649,86.377778,2952.122182,0.503722,0.929843,0.0,1.571976,36.59991,0.0,0.302497,1.394079
2024-05,86.919359,0.0,2.221247,3.38619,0.0,6.589252,0.537515,0.0,0.0,0.0,3.508243,20.621106,4.37173,0.0,3.981712,5.155277,0.0,427.196375,1416.013692,7.180457,0.0,154.805407,173.551477,8.639555,0.222383,162.51932,0.0,1.727143,0.0,8.311229,101.219892,27.902391,229.915523,4.55,616.40114,6.258289,0.0,0.545578,1.196877,7.241943,4.319493,2.455101,12.960362,0.0,9.995701,3.840909,55.690668,87.691999,41.892857,110.068449,3605.111515,0.0,0.0,0.0,70.948089,0.0,215.569874,0.0,14.656863,0.0,0.788667,10.4,0.0,419.870273,0.0,2.823205,515.576991,0.0,0.0,135.114214,0.235267,0.036012,0.0,0.0,114.321495,936.138967,252.179825,0.0,20.872046,1.558151,1.618232,10.659084,2.010845,0.0,0.0,0.034589,0.366935,0.75011,68.167596,0.0,776.022177,0.794856,0.433676,2.840317,1730.37668,0.72119,685.296274,0.0,0.0,3.168808,1.843342,0.0,0.122406,17.941422,0.0,4393.808575,1.858021,0.971206,2.275,1.485366,17.9005,0.0,0.239332,1.293267
2024-06,90.807023,0.0,1.332914,8.648095,0.0,7.344688,3.202067,0.0,560.95,0.0,6.560867,24.909264,6.659012,0.0,4.206744,6.227316,0.0,420.684373,1202.340137,5.215032,0.0,113.058861,1.0075,20.018639,0.102419,160.544694,0.0,3.289796,0.0,0.912286,35.666086,20.736378,44.315784,1.034091,456.401269,6.995894,0.0,1.968094,0.131386,9.456865,0.821254,8.856423,1.43758,0.0,17.48739,8.681155,66.993965,12.687834,33.36526,180.101232,21596.198159,0.0,0.0,0.0,44.887447,0.0,10.139804,0.0,61.813725,0.0,0.043333,13.589333,0.0,478.336836,0.0,8.462007,372.577972,0.0,0.0,107.939178,0.705167,0.002409,0.0,0.0,149.668864,868.511862,228.444955,0.0,48.83328,3.969314,13.605855,19.733998,5.522419,0.0,0.0,0.034589,8.104167,0.02766,124.302201,0.0,220.755552,8.454173,0.97391,5.179258,1809.996771,1.333532,721.406724,0.0,0.0,5.955954,0.0,0.0,0.152941,27.387471,79.733333,4212.459684,1.641164,1.786942,1.4,12.9849,8.701152,0.0,0.516194,2.024209
2024-07,71.568947,0.0,1.215731,6.277143,0.0,6.388775,3.691889,0.0,320.542857,0.0,4.149624,19.742641,24.888677,0.0,4.35373,4.93566,0.0,444.945436,1734.923408,85.147813,0.0,184.817256,7.167727,30.800991,0.947143,145.506479,0.0,0.411224,0.0,2.387286,61.206975,34.962382,122.830853,1.4625,409.178828,6.190406,0.009774,0.852482,0.341475,7.007205,1.975168,3.836168,3.722276,0.0,4.313794,6.090584,82.666913,94.07629,31.146429,147.647236,14321.944429,0.0,0.0,0.0,27.297474,0.0,11.253787,0.0,21.029412,0.0,1.748933,62.4,0.0,458.174549,0.0,4.180426,492.800798,0.0,0.618621,80.280022,0.348369,0.226174,0.0,0.0,226.798267,1059.390921,204.645709,0.0,88.141286,3.372622,4.744607,23.213636,4.131367,0.0,0.0,0.034589,0.745833,0.006915,50.634004,0.0,557.595355,2.628643,0.729864,2.10975,2628.720348,0.992228,487.320482,0.0,0.0,6.949235,4.444926,0.0,0.020968,29.967184,0.0,3430.811012,2.198985,0.97725,3.85,7.074776,6.037381,0.0,0.388001,1.545239
2024-08,59.483192,0.0,9.883096,4.386571,0.0,2.043395,4.239314,0.0,320.542857,0.0,3.568211,29.081104,8.115487,0.0,6.605729,7.270276,0.0,425.849124,2270.220109,9.101892,0.0,123.823448,2.0125,34.881301,1.515429,141.481143,0.0,0.78583,0.0,2.809623,28.944072,14.931767,80.014625,1.7875,280.544739,5.975357,0.0,2.879111,0.393672,0.744972,10.968683,12.955999,4.385735,0.0,5.144085,10.011548,113.695624,43.821048,21.310714,129.147695,5980.723311,0.0,0.0,0.0,24.833733,0.0,274.504019,0.0,47.205882,0.0,0.017333,0.0,0.0,336.2851,0.0,10.750942,529.974701,0.0,0.78,60.04739,0.895912,0.070841,0.0,0.0,253.147636,1054.348637,225.85114,0.0,44.173409,9.226178,10.335155,19.554819,11.809816,0.0,0.0,0.010377,0.572177,0.133567,33.126571,0.0,476.481904,4.720469,0.234992,1.380274,1930.041622,1.882937,724.145382,0.0,0.0,6.951031,16.649068,0.0,0.1505,19.925951,9.966667,2602.166756,0.233056,0.15979,0.0,3.577762,5.866439,0.0,0.118607,0.505416
2024-09,73.521183,0.0,0.916092,1.052381,0.0,4.359757,4.571469,0.0,0.0,0.0,4.442482,47.852729,25.169115,0.0,6.897593,11.963182,0.0,545.970299,2542.827416,7.772331,0.0,136.348913,34.45,33.061551,0.133714,232.707433,0.0,3.882155,0.0,0.602042,30.220492,24.445346,60.082641,1.95,438.174552,11.312162,0.295455,1.716511,0.100797,2.750355,0.450781,7.7243,144.761539,0.0,18.073056,4.846159,53.123463,39.553677,2.732143,109.083172,2889.9,0.0,0.0,0.0,4.022943,0.0,1813.424926,0.0,26.764706,0.0,0.156,33.765333,0.0,1202.373795,0.0,1.695337,543.914124,0.0,0.0,166.140658,0.141278,0.643356,0.0,0.0,377.135547,1163.541622,191.679282,0.0,66.432788,3.024316,16.367271,18.106605,4.010225,0.0,0.0,0.044363,0.577077,0.127432,25.038102,0.0,284.051167,4.032662,0.647553,1.043254,3410.99194,0.969841,1214.048868,0.0,0.0,3.131304,16.227378,0.0,0.386505,19.495022,19.933333,4154.379307,1.687542,0.801968,0.0,1.913034,5.829956,0.0,0.221228,0.958322
